No.,Lab No.,เลขที่รับ,Report No.,Received Date,Analysis Date,Report Date,Sample Code,Sample Name,Supplier,"Production Date
 / Lot",หน่วยงาน,Cost Center,"Sample 
Condition",Result,,,,,,หมายเหตุ,,
,,,,,,,,,,,,,,"Organo
phosphate",Carbamate,"Organo
chlorine",Pyrethroid,"Chloram
phenicol",Nitrofuran,,,
110,C.0110/01,C.260108/01,260108/07,7/1/2026,8/1/2026,8-ม.ค.-26,71000042,มะเขือเทศท้อ,คิงส์วิช,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
111,C.0111/01,C.260108/01,260108/08,7/1/2026,8/1/2026,8-ม.ค.-26,71000276,ผักกาดแก้ว,คิงส์วิช,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
112,C.0112/01,C.260108/01,260108/09,7/1/2026,8/1/2026,8-ม.ค.-26,71000297,มะเขือเทศราชินี,คิงส์วิช,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
113,C.0113/01,C.260108/01,260108/10,7/1/2026,8/1/2026,8-ม.ค.-26,71000295,ใบกะเพราป่า,ณัฐสิริ,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
114,C.0114/01,C.260108/01,260108/11,7/1/2026,8/1/2026,8-ม.ค.-26,71000295,ใบกะเพราป่า,รุ่งไพลิน,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
115,C.0115/01,C.260108/01,260108/12,7/1/2026,8/1/2026,8-ม.ค.-26,71000276,ผักกาดแก้ว,ผักพอเพียง,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
116,C.0116/01,C.260108/02,260108/13,7/1/2026,8/1/2026,8-ม.ค.-26,71000277,สลัดคอส,ผักพอเพียง,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
117,C.0117/01,C.260108/02,260108/14,7/1/2026,8/1/2026,8-ม.ค.-26,71000374,เรดแรดิช,ผักพอเพียง,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
118,C.0118/01,C.260108/02,260108/15,7/1/2026,8/1/2026,8-ม.ค.-26,71000414,เซอเลอรี่,SN เฟรช,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
119,C.0119/01,C.260108/02,260108/16,7/1/2026,8/1/2026,8-ม.ค.-26,71000330,ผักบุ้งจีนตัดราก,SPK,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
120,C.0120/01,C.260108/02,260108/17,7/1/2026,8/1/2026,8-ม.ค.-26,71000050,แครอทภายใน,SPK,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
121,C.0121/01,C.260108/02,260108/18,7/1/2026,8/1/2026,8-ม.ค.-26,71004036,กระเทียมกลีบใหญ่ ,SPK,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
122,C.0122/01,C.260108/02,260108/19,7/1/2026,8/1/2026,8-ม.ค.-26,71013006,หอมแดงปอก,SPK,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
123,C.0123/01,C.260108/02,260108/20,7/1/2026,8/1/2026,8-ม.ค.-26,71017012,มันแกว,SPK,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
124,C.0124/01,C.260108/02,260108/21,7/1/2026,8/1/2026,8-ม.ค.-26,71000164,เห็ดเข็มทอง,โปรเห็ด,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
125,C.0125/01,C.260108/03,260108/22,8/1/2026,8/1/2026,8-ม.ค.-26,71000296,ฟิลเลย์,ผักพอเพียง,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
126,C.0126/01,C.260108/03,260108/23,8/1/2026,8/1/2026,8-ม.ค.-26,71000050,แครอทภายใน,PDS,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
127,C.0127/01,C.260108/03,260108/24,8/1/2026,8/1/2026,8-ม.ค.-26,71000010,พริกขี้หนูแดง,PDS,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
128,C.0128/01,C.260108/03,260108/25,8/1/2026,8/1/2026,8-ม.ค.-26,71000409,แครอทหั่นดอก 5 แฉก,PDS,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
129,C.0129/01,C.260108/03,260108/26,8/1/2026,8/1/2026,8-ม.ค.-26,71000010,พริกขี้หนูแดง,ทวีทรัพย์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
130,C.0130/01,C.260108/03,260108/27,8/1/2026,8/1/2026,8-ม.ค.-26,71000037,พริกขี้หนูเขียว,ทวีทรัพย์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
131,C.0131/01,C.260108/03,260108/28,8/1/2026,8/1/2026,8-ม.ค.-26,71008009,พริกชี้ฟ้าแดง,ทวีทรัพย์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
132,C.0132/01,C.260108/03,260108/29,8/1/2026,8/1/2026,8-ม.ค.-26,71000063,เห็ดหูหนู,ทวีทรัพย์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
133,C.0133/01,C.260108/03,260108/30,8/1/2026,8/1/2026,8-ม.ค.-26,71000186,ชะอม,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
134,C.0134/01,C.260108/03,260108/31,8/1/2026,8/1/2026,8-ม.ค.-26,71000219,ต้นหอมญี่ปุ่น,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
135,C.0135/01,C.260108/03,260108/32,8/1/2026,8/1/2026,8-ม.ค.-26,71000285,พริกไทยสด,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
136,C.0136/01,C.260108/03,260108/33,8/1/2026,8/1/2026,8-ม.ค.-26,71000021,มะนาว,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
137,C.0137/01,C.260108/04,260108/34,8/1/2026,8/1/2026,8-ม.ค.-26,71000051,ข่าแก่,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
138,C.0138/01,C.260108/04,260108/35,8/1/2026,8/1/2026,8-ม.ค.-26,71000173,ตะไคร้,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
139,C.0139/01,C.260108/04,260108/36,8/1/2026,8/1/2026,8-ม.ค.-26,71000004,ใบเตยสด,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
140,C.0140/01,C.260108/04,260108/37,8/1/2026,8/1/2026,8-ม.ค.-26,71000053,คะน้า,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
141,C.0141/01,C.260108/04,260108/38,8/1/2026,8/1/2026,8-ม.ค.-26,71000040,มะเขือพวง,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
142,C.0142/01,C.260108/04,260108/39,8/1/2026,8/1/2026,8-ม.ค.-26,71000030,มะเขือเปราะ,โกลด์สตาร์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
143,C.0143/01,C.260108/04,260108/40,8/1/2026,8/1/2026,8-ม.ค.-26,71000277,สลัดคอส,เนาวรัตน์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
144,C.0144/01,C.260108/04,260108/41,8/1/2026,8/1/2026,8-ม.ค.-26,71000290,กรีนโอ๊ค,เนาวรัตน์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
145,C.0145/01,C.260108/04,260108/42,8/1/2026,8/1/2026,8-ม.ค.-26,71000296,ฟิลเลย์,เนาวรัตน์,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
146,C.0146/01,C.260108/04,260108/43,8/1/2026,8/1/2026,8-ม.ค.-26,71000363,ใบแมงลัก,ซีพีเฟรซ,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
147,C.0147/01,C.260108/04,260108/44,8/1/2026,8/1/2026,8-ม.ค.-26,71000391,ผักชีลาว,นิภาพร,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
148,C.0148/01,C.260108/04,260108/45,8/1/2026,8/1/2026,8-ม.ค.-26,71000277,สลัดคอส,สวนให้ความรัก,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
149,C.0149/01,C.260108/05,260108/46,8/1/2026,8/1/2026,8-ม.ค.-26,71000290,กรีนโอ๊ค,สวนให้ความรัก,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
150,C.0150/01,C.260108/05,260108/47,8/1/2026,8/1/2026,8-ม.ค.-26,71000296,ฟิลเลย์,สวนให้ความรัก,ร.260107,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
151,C.0151/01,C.260109/01,260109/01,8/1/2026,9/1/2026,9-ม.ค.-26,71000414,เซอเลอรี่,SN เฟรช,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
152,C.0152/01,C.260109/01,260109/02,8/1/2026,9/1/2026,9-ม.ค.-26,71000163,เห็ดออรินจิ,ฟาร์มเห็ดระยอง,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
153,C.0153/01,C.260109/01,260109/03,8/1/2026,9/1/2026,9-ม.ค.-26,71000225,เห็ดชิเมจิดำ,ฟาร์มเห็ดระยอง,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
154,C.0154/01,C.260109/02,260109/04,9/1/2026,9/1/2026,9-ม.ค.-26,71008054,คื่นช่าย,มามา,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
155,C.0155/01,C.260109/02,260109/05,9/1/2026,9/1/2026,9-ม.ค.-26,71000040,มะเขือพวง,มามา,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
156,C.0156/01,C.260109/02,260109/06,9/1/2026,9/1/2026,9-ม.ค.-26,71000060,ถั่วฝักยาว,มามา,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
157,C.0157/01,C.260109/02,260109/07,9/1/2026,9/1/2026,9-ม.ค.-26,71011005,หอมใหญ่,PDS,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
158,C.0158/01,C.260109/02,260109/08,9/1/2026,9/1/2026,9-ม.ค.-26,71000247,พริกชี้ฟ้าแดง,PDS,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
159,C.0159/01,C.260109/02,260109/09,9/1/2026,9/1/2026,9-ม.ค.-26,71000277,สลัดคอส,วิสาหกิจ อินโนเวทีฟ,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
160,C.0160/01,C.260109/02,260109/10,9/1/2026,9/1/2026,9-ม.ค.-26,71000277,สลัดคอส,ฟาร์มรัศมี,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
161,C.0161/01,C.260109/02,260109/11,9/1/2026,9/1/2026,9-ม.ค.-26,71000290,กรีนโอ๊ค,ฟาร์มรัศมี,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
162,C.0162/01,C.260109/02,260109/12,9/1/2026,9/1/2026,9-ม.ค.-26,71000296,ฟิลเลย์,ฟาร์มรัศมี,ร.260108,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
163,C.0163/01,C.260110/01,260110/01,9/1/2026,10/1/2026,10-ม.ค.-26,71017012,มันแกว,ฟาร์มสำเร็จ,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
164,C.0164/01,C.260110/01,260110/02,9/1/2026,10/1/2026,10-ม.ค.-26,71011005,หอมใหญ่,ฟาร์มสำเร็จ,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
165,C.0165/01,C.260110/01,260110/03,9/1/2026,10/1/2026,10-ม.ค.-26,71000063,เห็ดหูหนู,ฟาร์มสำเร็จ,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
166,C.0166/01,C.260110/01,260110/04,9/1/2026,10/1/2026,10-ม.ค.-26,71000060,ถั่วฝักยาว,ฟาร์มสำเร็จ,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
167,C.0167/01,C.260110/02,260110/05,9/1/2026,10/1/2026,10-ม.ค.-26,71000241,กระเทียมบดแช่แข็ง,สยามฮาร์เวสด์,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
168,C.0168/01,C.260110/02,260110/06,9/1/2026,10/1/2026,10-ม.ค.-26,71000250,ขิงแก่บดละเอียด,สยามฮาร์เวสด์,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
169,C.0169/01,C.260110/02,260110/07,9/1/2026,10/1/2026,10-ม.ค.-26,71017012,มันแกว,DK กรีนลีฟ,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
170,C.0170/01,C.260110/02,260110/08,9/1/2026,10/1/2026,10-ม.ค.-26,71000414,เซอเลอรี่,SN เฟรช,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
171,C.0171/01,C.260110/02,260110/09,10/1/2026,10/1/2026,10-ม.ค.-26,71000243,พริกหวานแดง,PDS,ร.260109,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
172,C.0172/01,C.260112/01,260112/01,10/1/2026,12/1/2026,12-ม.ค.-26,71000007,กระเทียม,นพดา,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
173,C.0173/01,C.260112/01,260112/02,10/1/2026,12/1/2026,12-ม.ค.-26,71000414,เซอเลอรี่,SN เฟรช,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
174,C.0174/01,C.260112/01,260112/03,10/1/2026,12/1/2026,12-ม.ค.-26,71000276,ผักกาดแก้ว,ฟาร์มเฟรช,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
175,C.0175/01,C.260112/01,260112/04,10/1/2026,12/1/2026,12-ม.ค.-26,71000374,เรดแรดิช,ฟาร์มเฟรช,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
176,C.0176/01,C.260112/01,260112/05,10/1/2026,12/1/2026,12-ม.ค.-26,71000003,กะหล่ำปลี,ฟาร์มสำเร็จ,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
177,C.0177/01,C.260112/01,260112/06,10/1/2026,12/1/2026,12-ม.ค.-26,71000042,มะเขือเทศท้อ,SPK,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
178,C.0178/01,C.260112/01,260112/07,10/1/2026,12/1/2026,12-ม.ค.-26,71000297,มะเขือเทศราชินี,วิสาหกิจ ดอนตูม,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
179,C.0179/01,C.260112/01,260112/08,10/1/2026,12/1/2026,12-ม.ค.-26,71000414,เซอเลอรี่,SPK,ร.260110,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
180,C.0180/01,C.260112/02,260112/09,11/1/2026,12/1/2026,12-ม.ค.-26,71000416,ถั่วงอก,มาลี,ร.260111,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
181,C.0181/01,C.260112/02,260112/10,11/1/2026,12/1/2026,12-ม.ค.-26,71000414,เซอเลอรี่,SPK,ร.260111,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
182,C.0182/01,C.260112/03,260112/11,12/1/2026,12/1/2026,12-ม.ค.-26,71000323,กะหล่ำปลี,ไทยอินเตอร์,ร.260111,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
183,C.0183/01,C.260112/03,260112/12,12/1/2026,12/1/2026,12-ม.ค.-26,71000324,แครอทตัดแต่งปอกเปลือก,ไทยอินเตอร์,ร.260111,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
184,C.0184/01,C.260112/03,260112/13,12/1/2026,12/1/2026,12-ม.ค.-26,71000408,หอมใหญ่ส่งออก,ไทยอินเตอร์,ร.260111,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
185,C.0185/01,C.260112/03,260112/14,12/1/2026,12/1/2026,12-ม.ค.-26,71000326,ต้นหอมตัดแต่ง,ทวีทรัพย์,ร.260111,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
186,C.0186/01,C.260112/04,260112/15,12/1/2026,12/1/2026,12-ม.ค.-26,71000277,สลัดคอส,สวนให้ความรัก,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
187,C.0187/01,C.260112/04,260112/16,12/1/2026,12/1/2026,12-ม.ค.-26,71000290,กรีนโอ๊ค,สวนให้ความรัก,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
188,C.0188/01,C.260112/04,260112/17,12/1/2026,12/1/2026,12-ม.ค.-26,71000296,ฟิลเลย์,สวนให้ความรัก,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
189,C.0189/01,C.260112/04,260112/18,12/1/2026,12/1/2026,12-ม.ค.-26,71000414,เซอเลอรี่,SN เฟรช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
190,C.0190/01,C.260112/04,260112/19,12/1/2026,12/1/2026,12-ม.ค.-26,71000277,สลัดคอส,ผักพอเพียง,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
191,C.0191/01,C.260112/04,260112/20,12/1/2026,12/1/2026,12-ม.ค.-26,71000042,มะเขือเทศท้อ,คิงส์วิช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
192,C.0192/01,C.260112/04,260112/21,12/1/2026,12/1/2026,12-ม.ค.-26,71000021,มะนาว,คิงส์วิช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
193,C.0193/01,C.260112/04,260112/22,12/1/2026,12/1/2026,12-ม.ค.-26,71000276,ผักกาดแก้ว,คิงส์วิช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
194,C.0194/01,C.260112/04,260112/23,12/1/2026,12/1/2026,12-ม.ค.-26,71006013,ขิงสด,สิงหราช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
195,C.0195/01,C.260112/04,260112/24,12/1/2026,12/1/2026,12-ม.ค.-26,71030009,พริกชี้ฟ้าแดงผ่า,สิงหราช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
196,C.0196/01,C.260112/04,260112/25,12/1/2026,12/1/2026,12-ม.ค.-26,71008009,พริกชี้ฟ้าแดง,สิงหราช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
197,C.0197/01,C.260112/04,260112/26,12/1/2026,12/1/2026,12-ม.ค.-26,71000363,ใบแมงลัก,คิงส์วิช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
198,C.0198/01,C.260112/05,260112/27,12/1/2026,12/1/2026,12-ม.ค.-26,71000289,กวางตุ้งไต้หวัน,คิงส์วิช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
199,C.0199/01,C.260112/05,260112/28,12/1/2026,12/1/2026,12-ม.ค.-26,71000378,ผักกาดหอมจีน,คิงส์วิช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
200,C.0200/01,C.260112/05,260112/29,12/1/2026,12/1/2026,12-ม.ค.-26,71000188,พริกขี้หนูสวน,คิงส์วิช,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,ออกก่อน,,
203,C.0201/01,C.260112/05,260112/30,12/1/2026,12/1/2026,12-ม.ค.-26,71011005,หอมใหญ่,PDS,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,ออกก่อน,,
202,C.0202/01,C.260112/05,260112/31,12/1/2026,12/1/2026,12-ม.ค.-26,71000010,พริกขี้หนูแดง,PDS,ร.260112,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
